Edge ID,SCATS_Source,SCATS_Target,Source,Target,Path Length (m),Path Nodes
A069,4057,4063,5010888883,4543994763,1053.27,"5010888883 ,11819768463 ,2975035990 ,11819768462 ,5010888885 ,4034649505 ,313440836 ,313440938 ,313441512 ,317477078 ,12193298128 ,313441120 ,317483689 ,313441497 ,12138780480 ,313139439 ,12193297690 ,12193297700 ,317478619 ,313139654 ,317477355 ,973542133 ,4742757153 ,9408646613 ,3851450222 ,9322916441 ,4543994763"
A070,4057,2200,5010888883,9408676170,2617.2,"5010888883 ,11819768463 ,2975035990 ,11819768464 ,5010888886 ,7113022537 ,317477106 ,5007549357 ,12542934584 ,317477326 ,12491771646 ,12491771647 ,12491771648 ,12491771649 ,317477325 ,317477324 ,12491771645 ,12491771644 ,317477323 ,3237357911 ,12542934594 ,12491771642 ,3237357917 ,3237357919 ,12542985601 ,3237357925 ,317487149 ,317486612 ,317487239 ,317487284 ,317487310 ,317487353 ,12657442219 ,317485206 ,3049785269 ,3049785268 ,3049785267 ,3049785266 ,3049785257 ,12657442221 ,317486577 ,3049785278 ,3049785293 ,3049785294 ,3049785295 ,3049785296 ,3049785279 ,4742748254 ,12540146761 ,2404837099 ,3021906452 ,2404837107 ,2404837110 ,2404837116 ,2404837125 ,12540146762 ,317486258 ,317486270 ,12540146766 ,317486319 ,317486325 ,12540304514 ,30948679 ,4034648990 ,317123304 ,7346752796 ,7658479818 ,571425631 ,9408697270 ,4288151631 ,1700581641 ,9408697676 ,9408676170"
A071,4057,4032,5010888883,11393426883,1859.81,"5010888883 ,11819768463 ,2975035990 ,11819768461 ,5010888884 ,3049784550 ,317497268 ,317497266 ,467124256 ,317497257 ,317497255 ,317497247 ,313440752 ,12193297765 ,317497107 ,11816862580 ,11816862579 ,5007549358 ,313440751 ,313249474 ,313254257 ,313254136 ,313249317 ,313254091 ,313249236 ,313254090 ,313249222 ,21643793 ,12046634615 ,313140301 ,313249220 ,313140316 ,313249218 ,313249126 ,21643827 ,313156658 ,1622867472 ,5282956555 ,8163706737 ,679106574 ,4060979732 ,11393426885 ,21643803 ,11393426883"
A072,4063,4057,4543994763,5010888883,1053.27,"4543994763 ,9322916441 ,3851450222 ,9408646613 ,4742757153 ,973542133 ,317477355 ,313139654 ,317478619 ,12193297700 ,12193297690 ,313139439 ,12138780480 ,313441497 ,317483689 ,313441120 ,12193298128 ,317477078 ,313441512 ,313440938 ,313440836 ,4034649505 ,5010888885 ,11819768462 ,2975035990 ,11819768463 ,5010888883"
A073,4063,3127,4543994763,21643788,1245.02,"4543994763 ,10679445658 ,2245992569 ,29960444 ,2245992500 ,10679445656 ,4543994762 ,4543994759 ,4288151626 ,4288151629 ,3851450212 ,1228622455 ,1607261652 ,7406382812 ,8972090458 ,4742757143 ,4742757134 ,4742757125 ,314464161 ,314467752 ,314465712 ,10825640100 ,3885835702 ,10301805529 ,1837365558 ,311423168 ,5882991965 ,311423377 ,10292893185 ,11056069474 ,1607261654 ,730609224 ,9903079370 ,21643788"
A074,4063,2200,4543994763,9408676170,1626.49,"4543994763 ,10679445658 ,2245992569 ,29960444 ,12491771605 ,4543994761 ,317482370 ,314466732 ,3494855928 ,317477153 ,314467397 ,811333091 ,317483474 ,3355382345 ,30948270 ,9406582750 ,9406583363 ,3494855068 ,9406583364 ,317482799 ,30948275 ,1705604803 ,317483518 ,9169363805 ,12303450784 ,30948445 ,317485565 ,30948469 ,3494849092 ,29960475 ,317486096 ,30948521 ,30948546 ,1929047671 ,314498899 ,317486304 ,314498915 ,7896127866 ,7346752793 ,317486324 ,314498916 ,9408697680 ,9408676169 ,29960476 ,2245992526 ,9408676170"
A075,4063,4034,4543994763,4326585007,1860.95,"4543994763 ,10679445658 ,2245992569 ,29960444 ,12491771601 ,4543994760 ,7406366348 ,314464044 ,313139629 ,6411689445 ,313139588 ,314463503 ,11268542568 ,3494860106 ,4027914683 ,313139522 ,314462184 ,313139448 ,314458761 ,313441738 ,314457601 ,7957744754 ,313139768 ,29960443 ,314457781 ,313139810 ,314457753 ,3494863649 ,314461469 ,313139819 ,5045891610 ,314456863 ,10671971393 ,10671989412 ,313139910 ,10671989419 ,12067761106 ,12067761110 ,314456316 ,313139857 ,3494863650 ,10164197533 ,12039297383 ,313139953 ,2381887355 ,462844528 ,304705564 ,462850492 ,304705458 ,462849962 ,12039297384 ,4326585010 ,10671969988 ,4326585009 ,11649391531 ,29936554 ,4142788511 ,11649391530 ,4326585007"
A076,4262,3001,1462399079,12069077209,1130.1,"12069077209 ,4169720798 ,12069077120 ,12069077206 ,30385374 ,9322934825 ,7405778299 ,214118009 ,10112756472 ,2381255958 ,2381255971 ,2381255957 ,214110546 ,1545417280 ,10112756473 ,214098865 ,2241810938 ,303914526 ,214117937 ,303913491 ,214109105 ,12117211897 ,12117211902 ,12101835932 ,518293667 ,7896129892 ,5189911582 ,518294083 ,12169176680 ,518294082 ,1462398787 ,12540841950 ,518294045 ,1462398841 ,12540841951 ,518294038 ,1462399037 ,1462399116 ,1462398795 ,12540841952 ,12540841954 ,12540841953 ,518294212 ,1462398920 ,1462398790 ,1462399148 ,1462398690 ,1462399059 ,1462398689 ,9013268988 ,518293564 ,518293570 ,12540841957 ,1462398834 ,12540841956 ,1462399105 ,12540841955 ,1462398854 ,1462398864 ,1462399079"
A077,4263,4264,12193536797,9088262142,818.45,"12193536797 ,210651438 ,12193536795 ,12169189555 ,304711272 ,339950563 ,304711657 ,304710830 ,12169177846 ,12169177849 ,1217493759 ,12169177848 ,304711721 ,304711699 ,304710860 ,2171075403 ,10301747232 ,4568441085 ,12136873086 ,2251774908 ,21643826 ,12124784477 ,9088262142"
A078,4263,4262,12193536797,1462399079,1020.49,"12193536797 ,210651438 ,12193536788 ,12169189554 ,4169720821 ,2173117086 ,7466120454 ,10656722499 ,7466120455 ,7613561373 ,42943966 ,12118335817 ,12169175684 ,3818221000 ,12169175685 ,305591445 ,514124324 ,2250235138 ,8123093641 ,10656722462 ,4169720252 ,2250235146 ,10656722454 ,10656722469 ,10656722424 ,10597802111 ,2250195566 ,313277897 ,10597802112 ,2250195564 ,2250195561 ,5463004222 ,2250195570 ,4169720810 ,262930786 ,303912492 ,518294173 ,7896129894 ,1462399023 ,1462399081 ,1462399005 ,1462398713 ,1462398678 ,518294186 ,1462398993 ,1462399087 ,518294206 ,1462399044 ,1462398850 ,1462399028 ,1462399024 ,518294209 ,518294212 ,1462398920 ,1462398790 ,1462399148 ,1462398690 ,1462399059 ,1462398689 ,9013268988 ,518293564 ,518293570 ,12540841957 ,1462398834 ,12540841956 ,1462399105 ,12540841955 ,1462398854 ,1462398864 ,1462399079"
A079,4263,4821,12193536797,8558271414,858.72,"12193536797 ,210651438 ,4169720824 ,12193536792 ,2173117085 ,305591845 ,10656737145 ,10656737140 ,304710610 ,305591534 ,2184616720 ,10656737151 ,350872703 ,2184616685 ,12101902139 ,304710619 ,305591668 ,3818220998 ,304710624 ,255025708 ,2251280073 ,2250199843 ,210651266 ,1457531607 ,1457531610 ,12540872396 ,12540872397 ,12540872398 ,12540872399 ,1457531573 ,1457531574 ,1457603157 ,4348437190 ,4348437195 ,8558278019 ,210651243 ,1457531571 ,255025360 ,255025361 ,255025362 ,255025363 ,4348312657 ,1457531577 ,4348372063 ,4348372129 ,2251280087 ,4348372054 ,1457531632 ,255025323 ,2251280046 ,255025364 ,12540888734 ,12540888740 ,1457531621 ,1457531568 ,12540888739 ,255025365 ,1457531580 ,12540888738 ,255025366 ,12540888737 ,1457531601 ,255025367 ,3318537678 ,210651224 ,8558271414"
A080,4264,4263,9088262142,12193536797,818.45,"12193536797 ,210651438 ,12193536795 ,12169189555 ,304711272 ,339950563 ,304711657 ,304710830 ,12169177846 ,12169177849 ,1217493759 ,12169177848 ,304711721 ,304711699 ,304710860 ,2171075403 ,10301747232 ,4568441085 ,12136873086 ,2251774908 ,21643826 ,12124784477 ,9088262142"
A081,3002,4264,12120726031,9088262142,1584.06,"12120726031 ,21643697 ,12120726032 ,6310704946 ,8955727059 ,7405609694 ,7405686838 ,304712522 ,12120726051 ,6307721216 ,2381255964 ,12120725914 ,304712969 ,304712993 ,12120726044 ,12120725800 ,12120725797 ,518305746 ,518306137 ,12124784111 ,12124784114 ,12124784117 ,12124784118 ,12124784115 ,12124784116 ,12124784134 ,12124784130 ,12124784131 ,12124784132 ,12124784133 ,12124784120 ,12124784119 ,12124784128 ,12124784141 ,9070375617 ,12124784129 ,9070355616 ,304713784 ,12124784100 ,12124784282 ,304713785 ,12124784085 ,12124784086 ,12124784103 ,12124784104 ,6539483455 ,12124784105 ,6539483458 ,12124784184 ,12124784098 ,12124784084 ,304713786 ,518305532 ,304713787 ,12124784080 ,12124784079 ,12124784078 ,12124784077 ,12124784069 ,12124784188 ,6539859882 ,12124784047 ,12124784048 ,12124784071 ,12124784049 ,12124784076 ,6539859870 ,12124784050 ,12124784051 ,2408460672 ,12156896211 ,7782675757 ,809133130 ,350856157 ,7782675756 ,12124784414 ,304713790 ,12124784415 ,304713791 ,9088836580 ,12128700443 ,9832354908 ,304713793 ,12156896202 ,12156896203 ,7719568846 ,7719568845 ,7719568848 ,7719568849 ,7719568854 ,9088268084 ,518305552 ,518305551 ,518305550 ,518305549 ,9088262150 ,2251775004 ,518305545 ,514120769 ,514120744 ,304711620 ,598491770 ,4568441082 ,9088262142"
A082,4266,4324,12212736700,21643772,2500.1,"12212736700 ,11651397062 ,12212736699 ,11651397063 ,9832354057 ,5415776705 ,311412174 ,2170492154 ,730619650 ,346140954 ,5217591485 ,270667693 ,346141005 ,10585448686 ,2171162549 ,12548463165 ,2171162526 ,246707521 ,12548463163 ,2938998293 ,11785018320 ,1196188723 ,11785018319 ,304715768 ,346139686 ,304715774 ,304763474 ,304715767 ,12548469040 ,304715766 ,304715765 ,304715764 ,304715763 ,304715772 ,617554061 ,304715761 ,304715532 ,8955885800 ,304701167 ,304715731 ,304701113 ,304701112 ,304700973 ,8808355507 ,304700975 ,304700957 ,304704433 ,12319955347 ,11651582996 ,304700954 ,304704420 ,11785018349 ,4739203039 ,8751371701 ,2251774972 ,30948249 ,2245395882 ,7896127860 ,2245406378 ,2245406373 ,2245406364 ,2245406376 ,4000710671 ,4000710670 ,7896127861 ,21643772"
A083,4272,4266,12193565446,12212736700,1383.33,"12193565446 ,9411402514 ,304960799 ,2252961774 ,12193558024 ,7824650306 ,304960872 ,304961225 ,304961226 ,7824650308 ,9564928081 ,304957780 ,9564928082 ,304958878 ,8041787559 ,304958535 ,9236522982 ,304957745 ,3785423921 ,3785423919 ,3785423920 ,304962663 ,9832354928 ,304964091 ,304964112 ,304964113 ,12212784565 ,304964114 ,3785499791 ,21643757 ,12212736700"
A084,4266,3120,12212736700,5240477277,1615.6,"12212736700 ,11651397062 ,12212736697 ,11651397064 ,2170492258 ,9832354854 ,995942528 ,311411487 ,6662866332 ,6662866342 ,11781689476 ,11781689478 ,11781689480 ,11781689482 ,11781689484 ,6662866379 ,11651397066 ,12548777819 ,12548777820 ,1920971268 ,1920986031 ,1920971276 ,12548777809 ,12548777810 ,1920971274 ,11781689496 ,2171165815 ,311411577 ,7824618179 ,311411697 ,8813726388 ,8813726389 ,311410631 ,5217620053 ,311409801 ,5217620061 ,311410414 ,5217620059 ,311410316 ,12555552905 ,12555552904 ,9275690457 ,12555552903 ,9275690456 ,12555552906 ,12555500791 ,12555552909 ,12555552907 ,12555552908 ,12555500796 ,346141385 ,12555552924 ,12555552923 ,12555552922 ,12555552921 ,12555552920 ,12555552919 ,12555552918 ,12555500789 ,12555552925 ,12555552926 ,12555552927 ,5217620064 ,12555552928 ,6207242996 ,5217620074 ,311409690 ,12195891063 ,9236522999 ,12195891064 ,311409783 ,304763657 ,1365152080 ,311409086 ,311409565 ,7402748912 ,9128520152 ,5240477279 ,2267848096 ,21643700 ,5240477277"
A085,4266,4264,12212736700,9088262142,1202.47,"12212736700 ,11651397062 ,12212736695 ,11651397065 ,8813726391 ,346142117 ,304964279 ,304957571 ,3785423920 ,304962663 ,9832354928 ,304964091 ,304962711 ,9832354927 ,3785423918 ,304962833 ,9832354926 ,304964083 ,304963510 ,538196631 ,11651582961 ,11651582960 ,304964075 ,11651582959 ,11651582958 ,3785396307 ,304963536 ,8045368862 ,3785396304 ,1496025925 ,2702233111 ,2374479339 ,12136872915 ,12136872914 ,2702233105 ,10008172572 ,10008172575 ,10008172577 ,10008172578 ,10008172579 ,304710618 ,10008172573 ,10008172583 ,12101967810 ,350863357 ,4568441081 ,5304525129 ,4568441084 ,12136873087 ,21643826 ,12124784477 ,9088262142"
A086,4270,4264,11769380948,9088262142,691.88,"11769380948 ,9411351834 ,10679544438 ,9128520185 ,304963849 ,12136867392 ,304710660 ,12101967808 ,304962448 ,3534571476 ,12136867386 ,12136867387 ,304710620 ,11133328865 ,12101967809 ,2374479338 ,10008172579 ,304710618 ,10008172573 ,10008172583 ,12101967810 ,350863357 ,4568441081 ,5304525129 ,4568441084 ,12136873087 ,21643826 ,12124784477 ,9088262142"
A087,4273,4270,9509392034,11769380948,2821.97,"9509392034 ,9107058844 ,315024020 ,312680517 ,315024022 ,9107058839 ,11449670532 ,315024023 ,354122224 ,2171187477 ,315024024 ,9109408594 ,315024030 ,354125819 ,11332360048 ,354125605 ,11785018311 ,3158930038 ,9411385047 ,9411385048 ,9411385046 ,11332439481 ,11785018310 ,697200872 ,11785018309 ,11332439492 ,11332439493 ,11785018308 ,315023981 ,11449670562 ,1890998740 ,11785018307 ,11785018306 ,311690832 ,315023942 ,11332439478 ,11332439767 ,315023940 ,11332439759 ,12350979102 ,12350979103 ,11332439766 ,315023926 ,315023925 ,9275690399 ,11332439771 ,9275690398 ,311690281 ,9275690397 ,12095329645 ,311690282 ,311690283 ,9128520184 ,311690324 ,9275690371 ,9275690372 ,311690284 ,9275690373 ,9275690374 ,311690285 ,9275690376 ,11449672888 ,9275690375 ,311690286 ,11449672874 ,9275690377 ,9275690378 ,9275690388 ,9275690387 ,9275690386 ,9275690383 ,9275690382 ,311690501 ,570986414 ,311690500 ,311690499 ,9322934805 ,315023893 ,11449672908 ,315023888 ,3785499762 ,315023885 ,3785499760 ,12095329501 ,11918943501 ,6539812536 ,6539812538 ,6539812539 ,12095329533 ,12095296895 ,12095296894 ,311690441 ,12095329538 ,12095296892 ,12095296893 ,11133328876 ,12095296890 ,12095329550 ,12095329549 ,2251425041 ,311690432 ,11133335192 ,9411351835 ,11769380954 ,4214707553 ,30002208 ,4214707551 ,11769380948"
A088,4272,4040,12193565446,9411446211,817.91,"12193565446 ,21643807 ,9411402515 ,304960888 ,311441832 ,304960980 ,304961150 ,262923416 ,12000353273 ,311441745 ,9350183818 ,12193571504 ,304960317 ,12136574283 ,12136574469 ,12136574286 ,396982385 ,311441023 ,255023764 ,4214707563 ,10187215406 ,4214707565 ,2253461870 ,7309884593 ,311441100 ,9279636043 ,6583481162 ,3040304733 ,1457628509 ,4214707568 ,4214707569 ,29895621 ,4214707567 ,12039406973 ,12039406978 ,9411446211"
A089,4272,4270,12193565446,11769380948,1198.28,"12193565446 ,9411402514 ,304960799 ,304958836 ,10112784924 ,9411385059 ,11332439607 ,21643817 ,11332439602 ,9411385061 ,3785423926 ,304963910 ,311690209 ,304963858 ,311690293 ,304963861 ,304963816 ,3818211693 ,304963708 ,311690450 ,538145225 ,311690432 ,11133335192 ,9411351835 ,11769380954 ,4214707553 ,30002208 ,4214707551 ,11769380948"
A090,4272,4273,12193565446,9509392034,1689.36,"12193565446 ,21643807 ,2252961824 ,12136573653 ,9411402516 ,644625130 ,338859209 ,311443542 ,311443461 ,311441686 ,9411406817 ,513459830 ,9411406818 ,3768774353 ,28829639 ,12136574297 ,28829638 ,311441925 ,311443249 ,12095329693 ,28829637 ,311443274 ,311442207 ,12095329689 ,311443372 ,311442242 ,28829636 ,28829635 ,9411406819 ,513459671 ,9411406820 ,28829630 ,11449670545 ,312680361 ,12095329676 ,312680492 ,9411406821 ,513459694 ,9411406822 ,2171187498 ,312680499 ,315024022 ,312680517 ,315024020 ,9107058844 ,9509392034"
A091,4273,4043,9509392034,12133740668,818.45,"9509392034 ,3415687339 ,3415687341 ,3415687337 ,9109429126 ,3415687371 ,3415687342 ,12167709017 ,3415687340 ,3415687357 ,3415687360 ,9109418951 ,12167709021 ,3415687358 ,3415687338 ,3415687336 ,3415687352 ,10250234467 ,10250234469 ,10250234468 ,3415687349 ,3415687343 ,10250234466 ,3415687385 ,12133740254 ,10740505118 ,9359895000 ,12133740666 ,4122894839 ,21643702 ,12133740668"
A092,4321,4032,247297077,11393426883,1321.59,"247297077 ,11017146433 ,1488046397 ,277369883 ,11017146434 ,277369884 ,1488046406 ,4204671693 ,277369885 ,2407823612 ,12101835930 ,4204671722 ,1488046391 ,12101835931 ,4204671721 ,277369877 ,277369878 ,277369879 ,4204671692 ,1488092578 ,247297078 ,11455340315 ,2247674851 ,4204671720 ,11455340316 ,11017146414 ,1488092590 ,277369834 ,1488092594 ,11017128803 ,5711910314 ,9070324677 ,4679488618 ,4679488610 ,4679488612 ,470768105 ,310001084 ,11391881165 ,310001082 ,11391881168 ,9070324668 ,310001366 ,21643779 ,310001010 ,310000716 ,310001358 ,310000683 ,3917943293 ,11393426809 ,5315879311 ,4060979731 ,1608519172 ,11393426855 ,21643803 ,11393426883"
A093,4321,4030,247297077,9167202758,1683.16,"247297077 ,11017146433 ,1488046397 ,277369883 ,11017146434 ,277369884 ,1488046406 ,4204671693 ,277369885 ,2407823612 ,12101835930 ,4204671722 ,1488046391 ,12101835931 ,4204671721 ,277369877 ,277369878 ,277369879 ,4204671692 ,1488092578 ,247297078 ,11455340315 ,11017146411 ,1488046404 ,1488046430 ,21643771 ,5406690163 ,5406690174 ,7287806690 ,2247681807 ,309994010 ,5406950155 ,470768160 ,309994028 ,310001085 ,10923020830 ,10923020848 ,10923020871 ,310001088 ,310000530 ,10923020902 ,9946397767 ,310001083 ,310000585 ,8417717384 ,10923038214 ,9070324647 ,7896127877 ,310001026 ,5589273583 ,11393426675 ,310001023 ,310000652 ,5543933899 ,310000737 ,12101835929 ,12101835928 ,2017961188 ,4815115682 ,470763802 ,4889609664 ,5226078450 ,5226078441 ,12101835927 ,5226078431 ,5226078458 ,5226078461 ,2247951189 ,9167202761 ,7896129885 ,10558599233 ,2247951206 ,10558599231 ,11016980001 ,2407795363 ,470755762 ,2407772783 ,9167202789 ,9167202788 ,10558599229 ,10558599235 ,9167202758"
A094,4321,4324,247297077,21643772,1628.71,"247297077 ,11017146433 ,1488046397 ,277369883 ,11017146434 ,277369884 ,1488046406 ,4204671693 ,277369885 ,2407823612 ,12101835930 ,4204671722 ,1488046391 ,1488046410 ,2247591096 ,127390268 ,2247672420 ,4679496898 ,2247591101 ,2247672417 ,309984697 ,11455337662 ,7019090385 ,21643741 ,309989573 ,309989084 ,1657067339 ,309988225 ,2247662465 ,1657067341 ,309971077 ,2247594824 ,2247591099 ,11416925566 ,2247591109 ,309971278 ,309971064 ,11564736840 ,11893205381 ,11564736839 ,10679540114 ,10679540113 ,9832354941 ,11893205379 ,2245788941 ,309971000 ,9832354940 ,21643772"
A095,4321,4335,247297077,11416925529,1522.47,"247297077 ,11017146433 ,1488046397 ,277369883 ,11017146434 ,277369884 ,1488046406 ,4204671693 ,277369885 ,2407823612 ,12101835930 ,4204671722 ,1488046391 ,1488046410 ,2247591096 ,127390268 ,2247672420 ,4679496898 ,2247591101 ,2247672417 ,309984697 ,11455337662 ,7019090385 ,21643741 ,309989573 ,309989084 ,1657067339 ,309988225 ,2247662465 ,1657067341 ,309971077 ,11564736832 ,11375018943 ,309985025 ,8751453117 ,8751453122 ,11416925538 ,309970358 ,5711932350 ,8751453121 ,8751453123 ,309970191 ,2080740198 ,11559517471 ,9728374330 ,11416925333 ,3207124707 ,9728374337 ,9128520053 ,9128520052 ,11416925533 ,9128520051 ,9128520050 ,11564736805 ,9128520049 ,11559517426 ,9128520048 ,11416925543 ,11416925532 ,4204671723 ,11416925542 ,11416925529"
A096,4324,3002,21643772,12120726031,1542.41,"21643772 ,4000710669 ,850722885 ,309970344 ,304701852 ,2080740194 ,4802879112 ,9581768363 ,11559517430 ,304701810 ,9581768381 ,9581768362 ,3071691488 ,7663736348 ,309969348 ,309969259 ,304701495 ,304701503 ,8751453136 ,11559517371 ,8751453135 ,9742747353 ,1487228141 ,9742747354 ,1487228084 ,9742747351 ,9742747350 ,1487228036 ,4169720287 ,29936553 ,4169720259 ,10230508128 ,9742747348 ,1522977020 ,309978787 ,9742747346 ,1522566268 ,1522834359 ,9742747331 ,9742747332 ,11021289594 ,9742747333 ,1522834323 ,12325292815 ,9742743813 ,1522834430 ,11021289597 ,9742747319 ,1522834454 ,9742747320 ,1522834481 ,1522566201 ,8751371703 ,4028011089 ,210734545 ,9742747344 ,9251935296 ,210734567 ,9742747359 ,12120726154 ,6807713564 ,12120726155 ,9070355610 ,9074922132 ,210734592 ,9074922138 ,12120726196 ,12120726194 ,4863305562 ,12120726195 ,9074922117 ,518303408 ,12120725977 ,7405696491 ,7405554555 ,6310704943 ,6310704944 ,6310704948 ,12120726031"
A097,3662,4324,1522834359,21643772,816.07,"1522834359 ,1522566268 ,9742747346 ,309978787 ,1522977020 ,9742747348 ,10230508128 ,4169720259 ,29936553 ,4169720287 ,1487228036 ,9742747350 ,9742747351 ,1487228084 ,9742747354 ,1487228141 ,9742747353 ,8751453135 ,11559517371 ,8751453136 ,304701503 ,304701495 ,309969259 ,309969348 ,7663736348 ,3071691488 ,9581768362 ,9581768381 ,304701810 ,11559517430 ,9581768363 ,4802879112 ,2080740194 ,304701852 ,309970344 ,850722885 ,4000710669 ,21643772"
A098,4324,4264,21643772,9088262142,1665.43,"21643772 ,2245347116 ,2245406375 ,2245406371 ,2245406380 ,2245406366 ,7896127859 ,12101967815 ,2245395882 ,30948249 ,12101967814 ,12101967813 ,3500367946 ,304700948 ,304700923 ,7404611536 ,7404538320 ,6894179281 ,12229182206 ,30221049 ,12229182186 ,6894179282 ,12101967812 ,12101967811 ,4790937702 ,7404559333 ,12229182094 ,304712583 ,304715956 ,3500422088 ,9088217314 ,12229182054 ,304715900 ,12229136093 ,304712991 ,598499563 ,304716669 ,12124784315 ,304712994 ,304713362 ,518305425 ,304714992 ,304713796 ,9088262134 ,1971162222 ,9088217299 ,518305545 ,514120769 ,514120744 ,304711620 ,598491770 ,4568441082 ,9088262142"
A099,4263,4812,12193536797,9275188951,1379.11,"12193536797 ,210651438 ,4169720824 ,12193536792 ,2173117085 ,305591845 ,2250222992 ,12193511870 ,10656722504 ,10656737147 ,10656737127 ,10656737126 ,2184616696 ,12169452224 ,305591831 ,10656737128 ,305591514 ,305591515 ,305591880 ,305591516 ,305591517 ,305591518 ,2184616712 ,305592634 ,2464853389 ,2464853388 ,2464853387 ,4348460546 ,4348460557 ,4348460560 ,305592620 ,1457603134 ,1457603138 ,2251280080 ,4348372058 ,7915620117 ,7915620116 ,4348372115 ,4348372092 ,7915620115 ,4348372067 ,4348372040 ,4348372116 ,4348372074 ,255026079 ,344420517 ,4348372086 ,344420516 ,2249736704 ,2249736705 ,2249736707 ,2249736708 ,2249736709 ,2249736710 ,9170856414 ,8558322912 ,2249736404 ,8558349718 ,2249736399 ,2249736403 ,2249736407 ,2249736409 ,2249736408 ,2249736406 ,9170856402 ,2249736402 ,9170856407 ,4731975312 ,4157118544 ,4731975298 ,1712755806 ,9275188951"
A100,4812,4262,9275188951,1462399079,1510.0,"9275188951 ,1712755806 ,4157118545 ,6269074707 ,2249735742 ,2249735748 ,2249735741 ,2249735749 ,2249735740 ,9170856415 ,8558349721 ,21643804 ,8557942174 ,9170856416 ,746907949 ,4734025510 ,2358675090 ,746907948 ,4734025503 ,4734025488 ,4734025499 ,4734025489 ,4734025493 ,746907947 ,30287866 ,746908712 ,30287867 ,4734025508 ,2249736400 ,30287868 ,2249736405 ,2249736401 ,9013218511 ,30287869 ,4734025511 ,30287870 ,4734025500 ,746907672 ,30287871 ,746907673 ,30287872 ,746907670 ,4353912820 ,30287873 ,2481931009 ,9013218512 ,571467614 ,2272185765 ,781082357 ,30287874 ,781085326 ,781083956 ,30287875 ,781082267 ,746909624 ,2272185968 ,781083679 ,30287876 ,2272185967 ,9948721607 ,2272185773 ,571467856 ,746909188 ,6222911350 ,1462398704 ,30287877 ,1462398976 ,1462398926 ,518293233 ,518293021 ,1462398783 ,12073822000 ,12073822002 ,1462399059 ,1462398689 ,9013268988 ,518293564 ,518293570 ,12540841957 ,1462398834 ,12540841956 ,1462399105 ,12540841955 ,1462398854 ,1462398864 ,1462399079"
A101,4821,4270,8558271414,11769380948,861.24,"8558271414 ,1457531595 ,4348412725 ,1457531618 ,10597796499 ,10597796498 ,21643664 ,7896129898 ,255025813 ,7896129897 ,1457531573 ,1457531574 ,1457603157 ,4348437190 ,4348437195 ,8558278019 ,210651243 ,1457531571 ,255025360 ,255025361 ,255025362 ,255025363 ,4348312657 ,1457531577 ,4348372063 ,4348372129 ,2251280087 ,4348372054 ,1457531632 ,255025323 ,315735194 ,12000353274 ,315019073 ,350875782 ,315019043 ,11769380825 ,3818218336 ,315023741 ,2251285282 ,9411351833 ,11769380943 ,4214707550 ,4214707552 ,30002208 ,4214707551 ,11769380948"
A102,4821,4264,8558271414,9088262142,1458.85,"8558271414 ,1457531595 ,4348412725 ,1457531618 ,10597796499 ,10597796498 ,21643664 ,12540888728 ,4348437206 ,8558201362 ,1457531572 ,12540888701 ,21643670 ,12540888702 ,12540888703 ,7896129896 ,4348437194 ,2250199845 ,255025708 ,304710624 ,3818220998 ,305591668 ,304710619 ,2250222854 ,8561907842 ,350871658 ,315735396 ,9659702607 ,8561907880 ,304711413 ,8562052573 ,2171075405 ,2171075409 ,2171075400 ,2171075391 ,304710843 ,2171075395 ,8012468744 ,350864132 ,9871391579 ,12212815975 ,2251422944 ,350863357 ,4568441081 ,5304525129 ,4568441084 ,12136873087 ,21643826 ,12124784477 ,9088262142"
A103,4821,4812,8558271414,9275188951,741.56,"8558271414 ,1457531595 ,4348412725 ,1457531618 ,12540888742 ,12540888741 ,1457531594 ,8558107630 ,21643780 ,1457531643 ,210636358 ,7404418522 ,7915620118 ,4348385960 ,4348372115 ,4348372092 ,7915620115 ,4348372067 ,4348372040 ,4348372116 ,4348372074 ,255026079 ,344420517 ,4348372086 ,344420516 ,2249736704 ,2249736705 ,2249736707 ,2249736708 ,2249736709 ,2249736710 ,9170856414 ,8558322912 ,2249736404 ,8558349718 ,2249736399 ,2249736403 ,2249736407 ,2249736409 ,2249736408 ,2249736406 ,9170856402 ,2249736402 ,9170856407 ,4731975312 ,4157118544 ,4731975298 ,1712755806 ,9275188951"
B001,3685,970,12200070378,9242283050,1399.98,"9242283050 ,12200070294 ,9242283052 ,3329752950 ,3329752956 ,28175468 ,10747543086 ,1655379418 ,10747542950 ,12200070301 ,10747542954 ,12200070300 ,1655379406 ,10747542955 ,1655379425 ,10747542959 ,1655379408 ,12200070249 ,8601222042 ,12200070248 ,1655379414 ,1655379410 ,1655379401 ,1655379421 ,1655379399 ,1655379386 ,1655379416 ,1655379397 ,1655379391 ,1655379404 ,5670473267 ,1655379403 ,5670473269 ,10747508596 ,1746254517 ,10747552309 ,1746254516 ,1655379395 ,10747508599 ,1655379423 ,1655379393 ,867667394 ,1655366136 ,12200069570 ,12200069571 ,12200069572 ,10740306723 ,12200070378"
